9544f111fbe044eaad0637c898728c41,1
52752e50ac054fdaa47ee68cbc331058,2
8b6fa3824d31470ba1a4896ad71085f4,2
18bfcb9b229b4af09a0171c03a16c494,2
845dd584233c40969576bd8d9a8c6aac,2
f6aa6ea823944993914ead65364d0ecf,2
2a9806ff949d441b98c30964339ef9c3,2
2b5ca4c21d4a43ebbdcde7c1ea532255,1
42146c1d7ed44b93a944f9794c242c55,2
c61f9685f4e54d4b92e3a6ebfe5ffaec,2
84cdec4d98fe471c83b480761e99e085,2
33bbec51498b45bfadefa790240ab5b1,2
ecccc9b4c5f2418d95d7fdbc7c952e83,2
698ccb5c42ad46b88c34ff3acfd3f265,1
90581d8d5fd34452988256b90029aa12,2
92c4377419a84662a2bd44578d694cf4,2
4b5f6c6fe60f4cde826ec4d19ba6242c,2
882a1cba99c04e2d84dc3052ee9017b3,2
536c64415da043a3b8714b7a452be8b1,2
3e0f3cca3f624f089b6977de305e6efa,2
d09c726320034094a98ff58731aabd98,2
3dfbbe9b98d244eeb061896d5bdc7bce,2
f29508dc3a804a75adaa63d024817c79,2
ccce232e3c3644ea84a3e0280eae3721,2
fc0a98b0773a48efad335b714d29a88e,2
66dec69ef7c74d7a87490d9734adf181,1
7839181e6a5f4053acd41d96d8c717b4,2
44c876cf251a429bbddbf2f4faae5576,1
96212d39ec7b44a4afcba9b525a697d1,1
26819ea404e24b8da2c9508dddf56c1e,2
d0cde38f06874e6db422f85edb66ef8e,2
e74c9c2eeb104972a1ce3f048e071d0d,2
ea5c37b3a7ed420ea49720e7d6647d01,2
897a383a38e44b82b366c79f9c541d0b,2
ae2ddb856e9c48839602834db792dad3,2
c10aa73145cf4c0b8c44eb53caf7ed51,1
8aacdb460dce406781c0f0186d6f4fbe,1
0c9ae61c0fc842daac13799a4dcf03c5,2
be3614ec0ebf4527923fdc29b818efda,2
c621e5d962f043b8a7d62f0c0f46dca6,2
91e829535eaa44e6b76b51d80c17e28b,1
c389be5166ee431886816aceeae53e67,1
2163529c853d45afb2dffa51db703fe5,1
4eca04d9ca5847e49375b7c53c8c5406,2
2eb25db2b7204841a7d77910101dcbbd,1
5922f7cf98854f89b3255c63ecfcb683,2
97940f8166e0498d961355382935041b,2
dbdfdba38ca44f51a0dfcd53259ea772,1
201df76348084f1a817574ca347da396,2
eabdc942887c4446bc1a52396905171b,1
bb8b1a45e9794d6baf8f2d912bd47a11,2
3595971d4fea45609d3bc2dd165ae002,2
02774bad98ab4c09a82c098054156f8f,2
232968e99c804f09b2dd708918cac586,2
a58615cae7e746bbb711ece9bafd867f,2
da7a71d491d44807bac4073293760970,2
4e4ed5e8112a41d2a18f1d8dc0ec5bf2,2
2c77eb5488054cbf8092a76ce1a15bb6,2
b04018d35dbc4bb8a7b7f82d3f047217,2
c06b7f74921341aab5f49d152e0ca5fa,2
6992a914c86a4ef4912ffa8ceb19e2e6,2
09e1f4385fa240cd8c20a987f682c068,2
ac565e4cd791411fbea1ad0908cafc97,1
fdc2fa96ac7a4aaa9ebea10aee8cb7d7,2
793d9cc9af7442d483903d86087822ac,1
